NDB_No,FdGrp_cd,Long_Desc,Shrt_Desc,ComName,ManufacName,Survey,Ref_desc,Refuse,SciName,N_Factor,Pro_Factor,Fat_Factor,CHO_Factor
05721,0500,"Turkey, breast, from whole bird, meat only, with added solution, raw","TURKEY,BREAST,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RAW",nan,nan,nan,"Bone and connective tissue 10%, Skin and separable fat 11%",22,nan,6.25,nan,nan,nan
05722,0500,"Turkey, retail parts, thigh, meat only, cooked, roasted","TURKEY,RTL PARTS,THIGH,MEAT ONLY,CKD,RSTD",nan,nan,Y,"Bone and connective tissue 14%, Skin and separable fat 9%",23,nan,nan,nan,nan,nan
05723,0500,"Turkey, retail parts, drumstick, meat only, cooked, roasted","TURKEY,RTL PARTS,DRUMSTK,MEAT ONLY,CKD,RSTD",nan,nan,Y,"Bone and connective tissue 29%, Skin and separable fat 7%",36,nan,nan,nan,nan,nan
05724,0500,"Turkey, drumstick, from whole bird, meat only, with added solution, raw","TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RAW",nan,nan,nan,"Bone and connective tissue 30%, Skin and separable fat 8%",38,nan,nan,nan,nan,nan
05725,0500,"Turkey, drumstick, from whole bird, meat only, with added solution, roasted","TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RSTD",nan,nan,Y,"Bone and connective tissue 34%, Skin and separable fat 6%",40,nan,nan,nan,nan,nan
05726,0500,"Turkey, thigh, from whole bird, meat only, with added solution, raw","TURKEY,THIGH,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RAW",nan,nan,nan,"Bone and connective tissue 16%, Skin and separable fat 14%",30,nan,nan,nan,nan,nan
05727,0500,"Turkey, retail parts, breast, meat and skin, with added solution, raw","TURKEY,RTL PARTS,BREAST,MEAT & SKN,W/ ADDED SOLN,RAW",nan,nan,Y,Bone and connective tissue 15%,15,nan,nan,nan,nan,nan
05728,0500,"Turkey, thigh, from whole bird, meat only, with added solution, roasted","TURKEY,THIGH,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RSTD",nan,nan,Y,"Bone and connective tissue 16%, skin and separable fat 8%",24,nan,nan,nan,nan,nan
05729,0500,"Turkey, wing, from whole bird, meat only, with added solution, raw","TURKEY,WING,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RAW",nan,nan,nan,"Bone and connective tissue 36%, skin and separable fat 19%",55,nan,nan,nan,nan,nan
05730,0500,"Turkey, wing, from whole bird, meat only, with added solution, roasted","TURKEY,WING,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RSTD",nan,nan,Y,"Bone and connective tissue 47%, skin and separable fat 12%",59,nan,nan,nan,nan,nan
05732,0500,"Turkey, retail parts, breast, meat and skin, raw","TURKEY,RTL PARTS,BREAST,MEAT & SKN,RAW",nan,nan,Y,Bone and connective tissue 14%,14,nan,nan,nan,nan,nan
05733,0500,"Turkey, retail parts, breast, meat and skin, cooked, roasted","TURKEY,RTL PARTS,BREAST,MEAT & SKN,CKD,RSTD",nan,nan,Y,Bone and connective tissue 12%,12,nan,nan,nan,nan,nan
05734,0500,"Turkey, retail parts, wing, meat and skin, raw","TURKEY,RTL PARTS,WING,MEAT & SKN,RAW",nan,nan,nan,Bone and connective tissue 38%,38,nan,nan,nan,nan,nan
05735,0500,"Turkey, retail parts, wing, meat and skin, cooked, roasted","TURKEY,RTL PARTS,WING,MEAT & SKN,CKD,RSTD",nan,nan,Y,Bone and connective tissue 38%,38,nan,nan,nan,nan,nan
05736,0500,"Turkey, retail parts, drumstick, meat and skin, raw","TURKEY,RTL PARTS,DRUMSTK,MEAT & SKN,RAW",nan,nan,nan,Bone and connective tissue 33%,33,nan,nan,nan,nan,nan
05737,0500,"Turkey, retail parts, drumstick, meat and skin, cooked, roasted","TURKEY,RTL PARTS,DRUMSTK,MEAT & SKN,CKD,RSTD",nan,nan,Y,Bone and connective tissue 29%,29,nan,nan,nan,nan,nan
05738,0500,"Turkey, drumstick, from whole bird, meat only, raw","TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,RAW",nan,nan,nan,"Bone and connective tissue 38%, Skin and separable fat 6%",44,nan,nan,nan,nan,nan
05739,0500,"Turkey, drumstick, from whole bird, meat only, roasted","TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,RSTD",nan,nan,Y,"Bone and connective tissue 37%, Skin and separable fat 5%",42,nan,nan,nan,nan,nan
05740,0500,"Turkey, thigh, from whole bird, meat only, raw","TURKEY,THIGH,FROM WHL BIRD,MEAT ONLY,RAW",nan,nan,nan,"Bone and connective tissue 20%, Skin and separable fat 10%",30,nan,nan,nan,nan,nan
05741,0500,"Turkey, thigh, from whole bird, meat only, roasted","TURKEY,THIGH,FROM WHL BIRD,MEAT ONLY,RSTD",nan,nan,Y,"Bone and connective tissue 36%, Skin and separable fat 7%",43,nan,nan,nan,nan,nan
05742,0500,"Turkey, retail parts, thigh, meat and skin, raw","TURKEY,RTL PARTS,THIGH,MEAT & SKN,RAW",nan,nan,nan,Bone and connective tissue 19%,19,nan,nan,nan,nan,nan
05743,0500,"Turkey, retail parts, thigh, meat and skin, cooked, roasted","TURKEY,RTL PARTS,THIGH,MEAT & SKN,CKD,RSTD",nan,nan,Y,Bone and connective tissue 14%,14,nan,nan,nan,nan,nan
05744,0500,"Turkey, back, from whole bird, meat and skin, with added solution, raw","TURKEY,BACK,FROM WHL BIRD,MEAT & SKN,W/ ADDED SOLN,RAW",nan,nan,nan,Bone and connective tissue 47%,47,nan,nan,nan,nan,nan
05745,0500,"Turkey, back, from whole bird, meat and skin, with added solution, roasted","TURKEY,BACK,FROM WHL BIRD,MEAT & SKN,W/ ADDED SOLN,RSTD",nan,nan,Y,Bone and connective tissue 49%,49,nan,nan,nan,nan,nan
05746,0500,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised","CHICkN,BROILR OR FRYRS,BRST,SKNLSS,BNLESS,MEAT ONLY,CKD,BRSD",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
05747,0500,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, grilled","CHCKN,BROLR OR FRYRS,BRST,SKNLSS,BNLESS,MEAT ONLY,CKD,GRILLD",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
05748,0500,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, braised","CKN,BRLER OR FRYERS,BRST,SKNLS,BNLS,MT ONLY,W ADDED SLN,BRSD",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
05749,0500,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, grilled","CKN,BRLER/FRYERS,BRST,SKNLS,BNLS,MT ONLY,W ADDED SLN,GRILLED",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
06001,0600,"Soup, cream of asparagus, canned, condensed","SOUP,CRM OF ASPARAGUS,CND,COND",nan,nan,Y,nan,0,nan,6.25,3.90,8.80,3.90
06002,0600,"Soup, black bean, canned, condensed","SOUP,BLACK BEAN,CND,COND",nan,nan,nan,nan,0,nan,6.25,3.70,8.90,4.00
06004,0600,"Soup, bean with pork, canned, condensed","SOUP,BEAN W/ PORK,CND,COND",nan,nan,Y,nan,0,nan,6.25,3.70,8.90,4.00
06006,0600,"Soup, bean with frankfurters, canned, condensed","SOUP,BEAN W/ FRANKFURTERS,CND,COND",nan,nan,nan,nan,0,nan,6.25,3.70,8.90,4.00
06007,0600,"Soup, bean with ham, canned, chunky, ready-to-serve","SOUP,BEAN W/ HAM,CND,CHUNKY,RTS",nan,nan,nan,nan,0,nan,6.25,3.70,8.90,4.00
06008,0600,"Soup, beef broth or bouillon canned, ready-to-serve","SOUP,BF BROTH OR BOUILLON CND,RTS",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06009,0600,"Soup, beef noodle, canned, condensed","SOUP,BF NOODLE,CND,COND",nan,nan,Y,nan,0,nan,6.25,4.10,8.90,4.10
06010,0600,"Soup, cream of celery, canned, condensed","SOUP,CRM OF CELERY,CND,COND",nan,nan,Y,nan,0,nan,6.25,3.90,8.80,3.90
06011,0600,"Soup, cheese, canned, condensed","SOUP,CHS,CND,COND",nan,nan,Y,nan,0,nan,6.25,4.10,8.80,3.90
06013,0600,"Soup, chicken broth, canned, condensed","SOUP,CHICK BROTH,CND,COND",nan,nan,Y,nan,0,nan,6.25,4.20,9.00,4.00
06015,0600,"Soup, chicken, canned, chunky, ready-to-serve","SOUP,CHICK,CND,CHUNKY,RTS",nan,nan,Y,nan,0,nan,6.25,4.10,8.80,3.90
06016,0600,"Soup, cream of chicken, canned, condensed","SOUP,CRM OF CHICK,CND,COND",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06017,0600,"Soup, chicken gumbo, canned, condensed","SOUP,CHICK GUMBO,CND,COND",nan,nan,nan,nan,0,nan,6.25,3.80,9.00,4.00
06018,0600,"Soup, chunky chicken noodle, canned, ready-to-serve","SOUP,CHUNKY CHICK NOODLE,CND,RTS",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06019,0600,"Soup, chicken noodle, canned, condensed","SOUP,CHICK NOODLE,CND,COND",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06022,0600,"Soup, chicken rice, canned, chunky, ready-to-serve","SOUP,CHICK RICE,CND,CHUNKY,RTS",nan,nan,Y,nan,0,nan,6.25,3.80,9.00,4.00
06023,0600,"Soup, chicken with rice, canned, condensed","SOUP,CHICK W/ RICE,CND,COND",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06024,0600,"Soup, chicken and vegetable, canned, ready-to-serve","SOUP,CHICK & VEG,CND,RTS",nan,nan,Y,nan,0,nan,6.25,4.10,8.80,3.90
06025,0600,"Soup, chicken vegetable, canned, condensed","SOUP,CHICK VEG,CND,COND",nan,nan,Y,nan,0,nan,6.25,4.10,8.80,3.90
06026,0600,"Soup, chili beef, canned, condensed","SOUP,CHILI BF,CND,COND",nan,nan,nan,nan,0,nan,6.25,3.70,8.90,4.00
06027,0600,"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve","SOUP,CLAM CHOWDER,MANHATTAN STYLE,CND,CHUNKY,RTS",nan,nan,Y,nan,0,nan,6.25,3.80,9.00,4.00
06028,0600,"Soup, clam chowder, manhattan, canned, condensed","SOUP,CLAM CHOWDER,MANHATTAN,CND,COND",nan,nan,nan,nan,0,nan,6.25,3.80,9.00,4.00
06030,0600,"Soup, clam chowder, new england, canned, condensed","SOUP,CLAM CHOWDER,NEW ENGLAND,CND,COND",nan,nan,Y,nan,0,nan,6.25,4.30,8.90,3.90
06032,0600,"Soup, beef broth bouillon and consomme, canned, condensed","SOUP,BF BROTH BOUILLON & CONSOMME,CND,COND",nan,nan,nan,nan,0,nan,6.25,4.00,9.00,4.00
06037,0600,"Soup, lentil with ham, canned, ready-to-serve","SOUP,LENTIL W/HAM,CND,RTS",nan,nan,nan,nan,0,nan,6.25,3.70,8.90,4.00
06039,0600,"Soup, minestrone, canned, chunky, ready-to-serve","SOUP,MINESTRONE,CND,CHUNKY,RTS",nan,nan,Y,nan,0,nan,6.25,3.70,8.90,4.00
06040,0600,"Soup, minestrone, canned, condensed","SOUP,MINESTRONE,CND,COND",nan,nan,Y,nan,0,nan,6.25,3.70,8.90,4.00
06042,0600,"Soup, mushroom barley, canned, condensed","SOUP,MUSHROOM BARLEY,CND,COND",nan,nan,nan,nan,0,nan,6.25,3.80,9.00,4.00
06043,0600,"Soup, cream of mushroom, canned, condensed","SOUP,CRM OF MUSHROOM,CND,COND",nan,nan,Y,nan,0,nan,6.25,3.90,8.80,4.00
06044,0600,"Soup, mushroom with beef stock, canned, condensed","SOUP,MUSHROOM W/ BF STOCK,CND,COND",nan,nan,Y,nan,0,nan,6.25,3.80,9.00,4.00
06045,0600,"Soup, onion, canned, condensed","SOUP,ONION,CND,COND",nan,nan,Y,nan,0,nan,6.25,2.50,8.50,4.00
06046,0600,"Soup, cream of onion, canned, condensed","SOUP,CRM OF ONION,CND,COND",nan,nan,Y,nan,0,nan,6.25,3.90,8.80,3.90
06048,0600,"Soup, oyster stew, canned, condensed","SOUP,OYSTER STEW,CND,COND",nan,nan,nan,nan,0,nan,6.25,4.30,8.90,3.90
06049,0600,"Soup, pea, green, canned, condensed","SOUP,PEA,GRN,CND,COND",nan,nan,Y,nan,0,nan,6.25,3.70,8.90,4.00
06050,0600,"Soup, pea, split with ham, canned, chunky, ready-to-serve","SOUP,PEA,SPLIT W/HAM,CND,CHUNKY,RTS",nan,nan,Y,nan,0,nan,6.25,3.70,8.90,4.00
06051,0600,"Soup, pea, split with ham, canned, condensed","SOUP,PEA,SPLIT W/ HAM,CND,COND",nan,nan,nan,nan,0,nan,6.25,3.70,8.90,4.00
06053,0600,"Soup, cream of potato, canned, condensed","SOUP,CRM OF POTATO,CND,COND",nan,nan,Y,nan,0,nan,6.25,3.90,8.80,4.00
06056,0600,"Soup, cream of shrimp, canned, condensed","SOUP,CRM OF SHRIMP,CND,COND",nan,nan,nan,nan,0,nan,6.25,4.30,8.90,3.90
06061,0600,"Soup, tomato beef with noodle, canned, condensed","SOUP,TOMATO BF W/ NOODLE,CND,COND",nan,nan,nan,nan,0,nan,6.25,3.80,9.00,4.00
06062,0600,"CAMPBELL'S, Chicken Noodle Soup, condensed","CAMPBELL'S,CHICK NOODLE SOUP,COND",nan,Campbell Soup Co.,nan,nan,0,nan,nan,nan,nan,nan
06063,0600,"Soup, tomato rice, canned, condensed","SOUP,TOMATO RICE,CND,COND",nan,nan,Y,nan,0,nan,6.25,3.70,8.90,4.00
06064,0600,"Soup, turkey, chunky, canned, ready-to-serve","SOUP,TURKEY,CHUNKY,CND,RTS",nan,nan,nan,nan,0,nan,6.25,4.10,8.80,3.90
06067,0600,"Soup, chunky vegetable, canned, ready-to-serve","SOUP,CHUNKY VEG,CND,RTS",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06068,0600,"Soup, vegetarian vegetable, canned, condensed","SOUP,VEGETARIAN VEG,CND,COND",nan,nan,Y,nan,0,nan,6.25,2.50,8.50,4.00
06070,0600,"Soup, chunky beef, canned, ready-to-serve","SOUP,CHUNKY BF,CND,RTS",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06071,0600,"Soup, vegetable beef, canned, condensed","SOUP,VEG BF,CND,COND",nan,nan,Y,nan,0,nan,6.25,3.80,9.00,4.00
06072,0600,"Soup, vegetable with beef broth, canned, condensed","SOUP,VEG W/ BF BROTH,CND,COND",nan,nan,Y,nan,0,nan,6.25,3.80,9.00,4.00
06075,0600,"Soup, beef broth or bouillon, powder, dry","SOUP,BF BROTH OR BOUILLON,PDR,DRY",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06076,0600,"Soup, beef broth, cubed, dry","SOUP,BEEF BROTH,CUBED,DRY",nan,nan,nan,nan,0,nan,6.25,4.00,9.00,4.00
06080,0600,"Soup, chicken broth or bouillon, dry","SOUP,CHICK BROTH OR BOUILLON,DRY",nan,nan,Y,nan,0,nan,6.25,4.20,9.00,4.00
06081,0600,"Soup, chicken broth cubes, dry","SOUP,CHICK BROTH CUBES,DRY",nan,nan,nan,nan,0,nan,6.25,4.20,9.00,4.00
06094,0600,"Soup, onion, dry, mix","SOUP,ONION,DRY,MIX",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06101,0600,"Soup, cream of vegetable, dry, powder","SOUP,CRM OF VEG,DRY,PDR",nan,nan,Y,nan,0,nan,6.25,3.90,8.80,3.90
06112,0600,"Sauce, teriyaki, ready-to-serve","SAUCE,TERIYAKI,RTS",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06114,0600,"Gravy, au jus, canned","GRAVY,AU JUS,CANNED",nan,nan,nan,nan,0,nan,6.25,3.50,9.00,3.90
06115,0600,"Gravy, au jus, dry","GRAVY,AU JUS,DRY",nan,nan,nan,nan,0,nan,nan,4.00,9.00,4.00
06116,0600,"Gravy, beef, canned, ready-to-serve","GRAVY,BF,CND,RTS",nan,nan,Y,nan,0,nan,6.25,3.50,9.00,3.90
06118,0600,"Gravy, brown, dry","GRAVY,BROWN,DRY",nan,nan,nan,nan,0,nan,nan,4.00,9.00,4.00
06119,0600,"Gravy, chicken, canned or bottled, ready-to-serve","GRVY, CHCKN, CNND BTTLD, RTS",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06120,0600,"Gravy, chicken, dry","GRAVY,CHICKEN,DRY",nan,nan,nan,nan,0,nan,nan,4.00,9.00,4.00
06121,0600,"Gravy, mushroom, canned","GRAVY,MUSHROOM,CANNED",nan,nan,nan,nan,0,nan,6.25,3.40,8.90,4.00
06122,0600,"Gravy, mushroom, dry, powder","GRAVY,MUSHROOM,DRY,PDR",nan,nan,Y,nan,0,nan,6.25,3.40,8.90,4.00
06123,0600,"Gravy, onion, dry, mix","GRAVY,ONION,DRY,MIX",nan,nan,nan,nan,0,nan,6.25,3.50,9.00,3.90
06124,0600,"Gravy, pork, dry, powder","GRAVY,PORK,DRY,PDR",nan,nan,Y,nan,0,nan,nan,4.00,9.00,4.00
06125,0600,"Gravy, turkey, canned, ready-to-serve","GRAVY,TURKEY,CND,RTS",nan,nan,Y,nan,0,nan,6.25,3.40,8.90,4.00
06126,0600,"Gravy, turkey, dry","GRAVY,TURKEY,DRY",nan,nan,nan,nan,0,nan,nan,4.00,9.00,4.00
06127,0600,"Gravy, unspecified type, dry","GRAVY,UNSPEC TYPE,DRY",nan,nan,nan,nan,0,nan,6.25,3.40,8.90,4.00
06128,0600,"Soup, chicken noodle, dry, mix","SOUP,CHICK NOODLE,DRY,MIX",nan,nan,Y,nan,0,nan,6.25,4.10,8.90,4.10
06142,0600,"Sauce, sofrito, prepared from recipe","SAUCE,SOFRITO,PREP FROM RECIPE",nan,nan,nan,nan,0,nan,nan,nan,nan,nan
06147,0600,"Soup, beef mushroom, canned, condensed","SOUP,BF MUSHROOM,CND,COND",nan,nan,nan,nan,0,nan,6.25,3.80,9.00,4.00
06149,0600,"Soup, chicken mushroom, canned, condensed","SOUP,CHICK MUSHROOM,CND,COND",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.20
06150,0600,"Sauce, barbecue","SAUCE,BARBECUE",nan,nan,Y,nan,0,nan,6.25,nan,nan,nan
06151,0600,"Sauce, plum, ready-to-serve","SAUCE,PLUM,READY-TO-SERVE",nan,nan,nan,nan,0,nan,6.25,4.00,9.00,4.00
06152,0600,"Sauce, pizza, canned, ready-to-serve","SAUCE,PIZZA,CND,RTS",nan,nan,nan,nan,0,nan,nan,4.00,9.00,4.00
06158,0600,"Soup, tomato bisque, canned, condensed","SOUP,TOMATO BISQUE,CND,COND",nan,nan,nan,nan,0,nan,6.25,3.90,8.80,3.90
06159,0600,"Soup, tomato, canned, condensed","SOUP,TOMATO,CND,COND",nan,nan,Y,nan,0,nan,6.25,2.80,8.70,3.80
06164,0600,"Sauce, salsa, ready-to-serve","SAUCE,SALSA,RTS",nan,nan,Y,nan,0,nan,6.25,2.44,8.87,3.57
06166,0600,"Sauce, homemade, white, medium","SAUCE,HOMEMADE,WHITE,MED",nan,nan,Y,nan,0,nan,6.25,4.20,8.70,3.90
06167,0600,"Sauce, homemade, white, thick","SAUCE,HOMEMADE,WHITE,THICK",nan,nan,Y,nan,0,nan,6.25,4.20,8.70,3.90
06168,0600,"Sauce, ready-to-serve, pepper or hot","SAUCE,RTS,PEPPER OR HOT",nan,nan,nan,nan,0,nan,6.25,2.44,8.37,3.57
06169,0600,"Sauce, ready-to-serve, pepper, TABASCO","SAUCE,RTS,PEPPER,TABASCO",nan,nan,Y,nan,0,nan,6.25,2.44,8.37,3.57
06170,0600,"Soup, stock, beef, home-prepared","SOUP,STOCK,BEEF,HOME-PREPARED",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06172,0600,"Soup, stock, chicken, home-prepared","SOUP,STOCK,CHICK,HOME-PREPARED",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06174,0600,"Soup, stock, fish, home-prepared","SOUP,STOCK,FISH,HOME-PREPARED",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06175,0600,"Sauce, hoisin, ready-to-serve","SAUCE,HOISIN,RTS",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06176,0600,"Sauce, oyster, ready-to-serve","SAUCE,OYSTER,RTS",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06177,0600,"Soup, minestrone, canned, reduced sodium, ready-to-serve","SOUP,MINESTRONE,CND,RED NA,RTS",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06179,0600,"Sauce, fish, ready-to-serve","SAUCE,FISH,READY-TO-SERVE",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06180,0600,"Soup, shark fin, restaurant-prepared","SOUP,SHARK FIN,REST-PREP",nan,nan,nan,nan,0,nan,6.25,4.00,9.00,4.00
06182,0600,"Soup, cream of mushroom, canned, condensed, reduced sodium","SOUP,CRM OF MUSHROOM,CND,COND,RED NA",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06183,0600,"Soup, chicken broth, less/reduced sodium, ready to serve","SOUP,CHICK BROTH,LESS/REDUCED NA,READY TO SERVE",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06188,0600,"Soup, beef broth, less/reduced sodium, ready to serve","SOUP,BF BROTH,LESS/REDUCED NA,READY TO SERVE",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06189,0600,"Sauce, teriyaki, ready-to-serve, reduced sodium","SAUCE,TERIYAKI,RTS,RED NA",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06190,0600,"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve","SOUP,BEAN&HAM,CND,RED NA,PREP W/H2O OR RTS",nan,nan,Y,nan,0,nan,6.25,4.00,9.00,4.00
06192,0600,"Split pea soup, canned, reduced sodium, prepared with water or ready-to serve","SPLIT PEA SOUP,CND,RED NA,PREP W/ H2O OR READY-TO SERVE",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06193,0600,"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve","SPLIT PEA W/ HAM SOUP,CND,RED NA,PREP W/ H2O OR RTS",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06194,0600,"Soup, chicken broth, ready-to-serve","SOUP,CHICK BROTH,RTS",nan,nan,Y,nan,0,nan,nan,4.00,9.00,4.00
06201,0600,"Soup, cream of asparagus, canned, prepared with equal volume milk","SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME MILK",nan,nan,nan,nan,0,nan,6.25,3.90,8.80,3.90
06208,0600,"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve","SOUP,CHICK VEG W/POTATO&CHS,CHUNKY,RTS",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06210,0600,"Soup, cream of celery, canned, prepared with equal volume milk","SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME MILK",nan,nan,nan,nan,0,nan,6.25,3.90,8.80,3.90
06211,0600,"Soup, cheese, canned, prepared with equal volume milk","SOUP,CHS,CND,PREP W/ EQ VOLUME MILK",nan,nan,nan,nan,0,nan,6.25,4.10,8.80,3.90
06216,0600,"Soup, cream of chicken, canned, prepared with equal volume milk","SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME MILK",nan,nan,nan,nan,0,nan,6.25,4.30,8.90,3.90
06217,0600,"Soup, vegetable, canned, low sodium, condensed","SOUP,VEG,CND,LO NA,COND",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06230,0600,"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk","SOUP,CLAM CHOWDER,NEW ENG,CND,PREP W/ EQ VLM LOFAT (2%) MILK",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06243,0600,"Soup, cream of mushroom, canned, prepared with equal volume low fat (2%) milk","SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",nan,nan,Y,nan,0,nan,nan,nan,nan,nan
06246,0600,"Soup, cream of onion, canned, prepared with equal volume milk","SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME MILK",nan,nan,nan,nan,0,nan,6.25,3.90,8.80,3.90
06248,0600,"Soup, oyster stew, canned, prepared with equal volume milk","SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME MILK",nan,nan,nan,nan,0,nan,6.25,4.30,8.90,3.90
06249,0600,"Soup, pea, green, canned, prepared with equal volume milk","SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK",nan,nan,nan,nan,0,nan,6.25,3.70,8.90,4.00
06253,0600,"Soup, cream of potato, canned, prepared with equal volume milk","SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK",nan,nan,nan,nan,0,nan,6.25,3.90,8.80,4.00
06256,0600,"Soup, cream of shrimp, canned, prepared with equal volume low fat (2%) milk","SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",nan,nan,Y,nan,0,nan,6.25,4.30,8.90,3.90
06264,0600,"Sauce, white, thin, prepared-from-recipe, with butter","SAUCE,WHITE,THIN,PREPARED-FROM-RECIPE,W/ BUTTER",NFSMI Recipe No. G-08,nan,nan,nan,0,nan,nan,nan,nan,nan
06285,0600,"Sauce, sweet and sour, prepared-from-recipe","SAUCE,SWT & SOUR,PREPARED-FROM-RECIPE",NFSMI Recipe No. G-05,nan,nan,nan,0,nan,nan,nan,nan,nan
06307,0600,"Sauce, barbecue, KRAFT, original","SAUCE,BARBECUE,KRAFT,ORIGINAL",nan,"Kraft Foods, Inc.",nan,nan,0,nan,nan,nan,nan,nan
06314,0600,"Soup, HEALTHY CHOICE Chicken Noodle Soup, canned","SOUP,HEALTHY CHOIC CHICK NOODLE SOUP,CND",nan,"ConAgra, Inc.",nan,nan,0,nan,nan,nan,nan,nan
06315,0600,"Soup, HEALTHY CHOICE Chicken and Rice Soup, canned","SOUP,HEALTHY CHOIC CHICK & RICE SOUP,CND",nan,"ConAgra, Inc.",nan,nan,0,nan,nan,nan,nan,nan
06316,0600,"Soup, HEALTHY CHOICE Garden Vegetable Soup, canned","SOUP,HEALTHY CHOIC GARDEN VEG SOUP,CND",nan,"ConAgra, Inc.",nan,nan,0,nan,nan,nan,nan,nan
06338,0600,"CAMPBELL'S, Cream of Mushroom Soup, condensed","CAMPBELL'S,CRM OF MUSHROOM SOUP,COND",nan,Campbell Soup Co.,nan,nan,0,nan,nan,nan,nan,nan
06358,0600,"Soup, tomato bisque, canned, prepared with equal volume milk","SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME MILK",nan,nan,nan,nan,0,nan,6.25,3.90,8.80,3.90
06359,0600,"Soup, tomato, canned, prepared with equal volume low fat (2%) milk","SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",nan,nan,Y,nan,0,nan,6.25,2.80,8.70,3.80
06377,0600,"CAMPBELL'S, Tomato Soup, condensed","CAMPBELL'S,TOMATO SOUP,COND",nan,Campbell Soup Co.,nan,nan,0,nan,nan,nan,nan,nan
06395,0600,"CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup","CAMPBELL'S CHUNKY,CLASSIC CHICK NOODLE SOUP",nan,Campbell Soup Co.,nan,nan,0,nan,nan,nan,nan,nan
06401,0600,"Soup, cream of asparagus, canned, prepared with equal volume water","SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME H2O",nan,nan,nan,nan,0,nan,6.25,3.90,8.80,3.90
